설치장소명,와이파이SSID,관리기관전화번호,위도,경도
중앙도서관,Paju free zone,031-940-4305,37.7499775,126.7706867
금촌역,Paju free zone,031-940-4305,37.7655274,126.7742042
이철헤어커커 파주점,Paju free zone,031-940-4305,37.7606591,126.7758235
파주시청 민원봉사과,Paju free zone,031-940-4305,37.759785,126.7798996
금촌1동주민센터,Paju free zone,031-940-4305,37.7662943,126.7759542
문산도서관,Paju free zone,031-940-4305,37.8533332,126.7833614
해솔도서관,Paju free zone,031-940-4305,37.7267333,126.7481819
롯데리아 운정한빛점,Paju free zone,031-940-4305,37.712095,126.7457777
문산행복센터 1층_민원실,Paju free zone,031-940-4305,37.8567076,126.790997
문산행복센터 1층_로비,Paju free zone,031-940-4305,37.8567076,126.790997
문산행복센터_공연동 로비,Paju free zone,031-940-4305,37.8567076,126.790997
차량등록사업소_민원실,Paju free zone,031-940-4305,37.852652,126.783593
사회복지과_드림스타트(문산),Paju free zone,031-940-4305,37.852993,126.783986
문산보건지소_1층,Paju free zone,031-940-4305,37.852993,126.783986
문산도서관_1층,Paju free zone,031-940-4305,37.853119,126.783277
조리읍사무소 1층_민원실,Paju free zone,031-940-4305,37.744759,126.805187
조리 건강증진센터_1층,Paju free zone,031-940-4305,37.744896,126.804777
조리 건강증진센터_2층,Paju free zone,031-940-4305,37.744896,126.804777
조리 건강증진센터_3층,Paju free zone,031-940-4305,37.744896,126.804777
조리도서관,Paju free zone,031-940-4305,37.7474815,126.806596
법원읍사무소 1층_민원실,Paju free zone,031-940-4305,37.856168,126.880278
파주읍사무소 1층_민원실,Paju free zone,031-940-4305,37.830783,126.819984
술이홀도서관,Paju free zone,031-940-4305,37.830783,126.819984
진해루,ChangWon_WiFi,055-225-2461,35.147213,128.684951
웅천도요지,ChangWon_WiFi,055-225-2461,,
덕산매립장,ChangWon_WiFi,055-225-2461,35.143498,128.689957
진해기술지원과(진해농업기술센터),ChangWon_WiFi,055-225-2461,35.114161,128.754302
석동정수장,ChangWon_WiFi,055-225-2461,35.161925,128.700595
진해도서관 동부분관,ChangWon_WiFi,055-225-2461,35.100304,128.817232
진해도서관,ChangWon_WiFi,055-225-2461,35.152449,128.667423
교하도서관,Paju free zone,031-940-4305,37.7232081,126.7122916
교하동 주민자치센터,Paju free zone,031-940-4305,37.7520917,126.7480486
롯데리아 파주교하점,Paju free zone,031-940-4305,37.7245454,126.7181771
중앙도서관,Paju free zone,031-940-4305,37.7097565,126.7045755
중앙도서관,Paju free zone,031-940-4305,37.749398,126.7711071
파주노인복지회관,Paju free zone,031-940-4305,37.753824,126.7798046
파주노인복지회관,Paju free zone,031-940-4305,37.7543672,126.780751
파주스타디움,Paju free zone,031-940-4305,37.7538009,126.7845472
파주우체국,Paju free zone,031-940-4305,37.7501471,126.7681172
파주우체국,Paju free zone,031-940-4305,37.7509556,126.7696164
PX마을,Paju free zone,031-940-4305,37.7583637,126.7957053
한국전력,Paju free zone,031-940-4305,37.7568141,126.7792561
한국전력,Paju free zone,031-940-4305,37.7573543,126.7798294
흰돌마을아파트,Paju free zone,031-940-4305,37.7552256,126.782471
흰돌마을아파트,Paju free zone,031-940-4305,37.7546866,126.7820226
금화초교,Paju free zone,031-940-4305,37.7539575,126.7680472
금화초교,Paju free zone,031-940-4305,37.754763,126.7677013
순달교,Paju free zone,031-940-4305,37.7643146,126.7699569
독점말,Paju free zone,031-940-4305,37.7712973,126.7718604
독점말,Paju free zone,031-940-4305,37.7710403,126.7713267
해강마을,Public WiFi Free,055-225-2461,35.072878,128.583936
선린장애인복지시설,Public WiFi Free,055-225-2461,35.196747,128.624617
창원시 직업재활센터,Public WiFi Free,055-225-2461,35.252914,128.636762
경남장애인종합복지관(의창),Public WiFi Free,055-225-2461,35.250416,128.678434
용지문화공원,UiChang_Free,055-225-2461,35.230167,128.687076
용지호수공원,UiChang_Free,055-225-2461,35.231946,128.681696
풍호정,ChangWon_WiFi,055-225-2461,35.133626,128.710371
경화역,ChangWon_WiFi,055-225-2461,35.159197,128.687291
웅동2동 민원센터,ChangWon_WiFi,055-225-2461,35.087773,128.813356
웅동2동 주민센터,ChangWon_WiFi,055-225-2461,35.101168,128.8147496
웅동1동 주민센터,ChangWon_WiFi,055-225-2461,35.125861,128.782685
웅천동 주민센터,ChangWon_WiFi,055-225-2461,35.111287,128.749559
풍호동 주민센터,ChangWon_WiFi,055-225-2461,35.13757993,128.707321
덕산동 주민센터,ChangWon_WiFi,055-225-2461,35.143337,128.703739
자은동 주민센터,ChangWon_WiFi,055-225-2461,35.147041,128.7054675
이동 주민센터,ChangWon_WiFi,055-225-2461,35.149363,128.699906
석동 주민센터,ChangWon_WiFi,055-225-2461,35.158736,128.700195
병암동 주민센터,ChangWon_WiFi,055-225-2461,35.15497715,128.689505
경화동 주민센터,ChangWon_WiFi,055-225-2461,35.154305,128.686898
태백동 주민센터,ChangWon_WiFi,055-225-2461,35.153863,128.677379
여좌동 주민센터,ChangWon_WiFi,055-225-2461,35.158563,128.660273
충무동 주민센터,ChangWon_WiFi,055-225-2461,35.150513,128.660328
태평동 주민센터,ChangWon_WiFi,055-225-2461,35.14577112,128.662133
중앙동 주민센터,ChangWon_WiFi,055-225-2461,35.152099,128.655567
진해구청,ChangWon_WiFi,055-225-2461,35.133626,128.710371
해양공원,ChangWon_WiFi,055-225-2461,35.09218171,128.720901
창원여성회관,ChangWon_WiFi,055-225-2461,35.20616497,128.6991431
귀산프린지공연장,SeongSan_WiFi,055-272-4051,,
주남저수지,KOREA FREE WIFI,055-225-2461,35.30774485,128.6779029
창원남산버스터미널,Public WiFi Free,055-225-2461,35.201987,128.696799
진해청소년수련원,Public WiFi Free,055-225-2461,35.133776,128.7135361
우리누리청소년문화센터,Public WiFi Free,055-225-2461,35.240197,128.591912
늘푸른전당,Public WiFi Free,055-225-2461,35.230159,128.654327
진해중앙시장,Public WiFi Free,055-225-2461,35.151052,128.665623
마산역번개시장,Public WiFi Free,055-225-2461,35.236719,128.578724
동마산시장,Public WiFi Free,055-225-2461,35.24003661,128.587582
마산부림시장,Public WiFi Free,055-225-2461,35.206222,128.573489
반송시장,Public WiFi Free,055-225-2461,35.235133,128.671055
명서전통시장,Public WiFi Free,055-225-2461,35.249118,128.647073
도계시장,Public WiFi Free,055-225-2461,35.257265,128.637269
가음정시장,Public WiFi Free,055-225-2461,35.213104,128.691688
마산노인종합복지관,Public WiFi Free,055-225-2461,35.20236661,128.571188
여성회선진해관,Public WiFi Free,055-225-2461,35.151693,128.667176
여성회관마산관,Public WiFi Free,055-225-2461,35.216453,128.579064
동보원,Public WiFi Free,055-225-2461,35.222492,128.697128
진해청소년문화의집,Public WiFi Free,055-225-2461,35.111287,128.749559
마산청소년문화의집,Public WiFi Free,055-225-2461,35.184833,128.5577024
창원시노인복지관(성산구),Public WiFi Free,055-225-2461,35.216571,128.704755
진해재활원,Public WiFi Free,055-225-2461,35.14597672,128.659764
마산장애인복지관,Public WiFi Free,055-225-2461,35.194446,128.558636
아름다운학원,Public WiFi Free,055-225-2461,35.15317139,128.411258
해강직업재활센터,Public WiFi Free,055-225-2461,35.072726,128.5836763
동촌마을회관,Public WiFi Free,055-225-2461,35.115267,128.468642
서촌마을회관,Public WiFi Free,055-225-2461,35.115737,128.464892
정곡마을회관,Public WiFi Free,055-225-2461,35.126244,128.437307
이목마을회관,Public WiFi Free,055-225-2461,35.134582,128.462965
예곡마을회관,Public WiFi Free,055-225-2461,35.117486,128.453504
연동마을회관,Public WiFi Free,055-225-2461,35.137699,128.486691
망곡마을회관,Public WiFi Free,055-225-2461,35.138054,128.484442
대평마을회관,Public WiFi Free,055-225-2461,35.128642,128.464267
마산노인종합복지관,Public WiFi Free,055-225-2461,35.202325,128.571018
동전보건진료소,Public WiFi Free,055-225-2461,35.31693023,128.595772
봉강보건진료소,Public WiFi Free,055-225-2461,35.355635,128.654508
의산보건진료소,Public WiFi Free,055-225-2461,35.150555,128.377778
수정보건진료소,Public WiFi Free,055-225-2461,35.119616,128.582076
창원역시외고속버스정류소,Public WiFi Free,055-225-2461,35.256812,128.6064989
내서고속버스터미널,Public WiFi Free,055-225-2461,35.255803,128.513265
마산남부시외버스터미널,Public WiFi Free,055-225-2461,35.178927,128.560266
합성2동 주민자치센터,Public WiFi Free,055-225-2461,35.241004,128.586205
중리초등복합시설도서관,Public WiFi Free,055-225-2461,35.255839,128.520392
합성2동 여성경로당,Public WiFi Free,055-225-2461,35.240284,128.589795
합성2동 제2경로당,Public WiFi Free,055-225-2461,35.235695,128.590074
합성2동 팔룡남성경로당,Public WiFi Free,055-225-2461,35.236112,128.587953
합성2동 팔룡여성경로당,Public WiFi Free,055-225-2461,35.236306,128.587822
이순신리더십센터,,055-225-2371,35.13329108,128.7037086
칠서정수장,ChangWon_WiFi,055-225-2461,,
창동통합상가,changdong_FREE wifi,055-225-3221,35.20617643,128.5746645
마산돝섬해상유원지,KOREA FREE WIFI,055-225-2461,35.17894358,128.5811456
해양드라마세트장,ChangWon_WiFi,055-225-2461,35.108915,128.540625
감나무골 경로당,Public WiFi Free,055-225-2461,35.193497,128.510842
진해시외버스터미널,Public WiFi Free,055-225-2461,35.144575,128.661167
용원시외버스센터,Public WiFi Free,055-225-2461,35.097944,128.821539
수도보건진료소,Public WiFi Free,055-225-2461,35.0850891,128.7438675
성산종합노인복지관,Public WiFi Free,055-225-2461,35.2160576,128.7040665
사파삼익아파트 경로당,Public WiFi Free,055-225-2461,35.2186586,128.6922791
사파무궁화아파트 경로당,Public WiFi Free,055-225-2461,35.2186673,128.6922791
사파대동아파트 제2경로당,Public WiFi Free,055-225-2461,,128.695848
사파대동아파트 제1경로당,Public WiFi Free,055-225-2461,35.2209962,128.6926338
덕기마을회관,Public WiFi Free,055-225-2461,35.124053,128.483221
대방성원남산아파트 경로당,Public WiFi Free,055-225-2461,37.5112756,126.896078
대방성원3차아파트 경로당,Public WiFi Free,055-225-2461,35.2151426,128.7063188
대방동성아파트 경로당,Public WiFi Free,055-225-2461,35.2033554,128.7039277
대방덕산2차아파트 경로당,Public WiFi Free,055-225-2461,35.2047437,128.7073039
대방덕산1차아파트 경로당,Public WiFi Free,055-225-2461,35.2135646,128.7047246
대방대동디지털아파트 경로당,Public WiFi Free,055-225-2461,35.2068701,128.705599
대방대동아파트 경로당,Public WiFi Free,055-225-2461,35.209941,128.7065669
대방그린빌 아파트 경로당,Public WiFi Free,055-225-2461,35.2049229,128.7093271
대방개나리1차 아파트 경로당,Public WiFi Free,055-225-2461,,128.708707
진전면 미천마을 마을회관,Public WiFi Free,055-225-2461,35.150879,128.400753
진전면 다목적 복지회관,Public WiFi Free,055-225-2461,35.101853,128.416691
진전면 호산마을 마을회관,Public WiFi Free,055-225-2461,35.098295,128.431137
진전면 서대마을 마을회관,Public WiFi Free,055-225-2461,35.100205,128.416426
진전면 봉암마을 복지회관,Public WiFi Free,055-225-2461,35.131308,128.368973
진전면 동산마을 복지회관,Public WiFi Free,055-225-2461,35.119681,128.394169
경포해변,Public WiFi Free,033-640-5327,37.8009769,128.9117594
진전면 동산마을 마을회관,Public WiFi Free,055-225-2461,35.119431,128.393727
옥정경로당,Public WiFi Free,055-225-2461,35.249068,128.522421
신평경로당,Public WiFi Free,055-225-2461,35.23965975,128.510212
상동경로당,Public WiFi Free,055-225-2461,35.245915,128.506862
상곡경로당,Public WiFi Free,055-225-2461,35.243578,128.502221
상곡1주공경로당,Public WiFi Free,055-225-2461,35.243283,128.498907
한우리경로당,Public WiFi Free,055-225-2461,35.228081,128.504303
한우리2차아파트경로당,Public WiFi Free,055-225-2461,35.226715,128.504617
원계경로당,Public WiFi Free,055-225-2461,35.230759,128.509125
용담경로당,Public WiFi Free,055-225-2461,35.264406,128.499325
수곡경로당,Public WiFi Free,055-225-2461,35.270782,128.500606
안성경로당,Public WiFi Free,055-225-2461,35.265142,128.551229
전안경로당,Public WiFi Free,055-225-2461,35.215263,128.504698
신목경로당,Public WiFi Free,055-225-2461,35.191877,128.496344
가고파아파트경로당,Public WiFi Free,055-225-2461,35.242656,128.501324
숲속마을주공4단지아파트경로당,Public WiFi Free,055-225-2461,35.23107095,128.496918
숲속마을주공5단지아파트경로당,Public WiFi Free,055-225-2461,35.229697,128.497074
삼계현대아파트경로당,Public WiFi Free,055-225-2461,35.233328,128.503002
삼계남성경로당,Public WiFi Free,055-225-2461,35.231335,128.500231
숲속마을주공3단지아파트경로당,Public WiFi Free,055-225-2461,35.231818,128.496601
안계경로당,Public WiFi Free,055-225-2461,35.237721,128.486729
삼계화성아파트경로당,Public WiFi Free,055-225-2461,35.233875,128.499451
대동다숲아파트경로당,Public WiFi Free,055-225-2461,35.229586,128.504171
삼계2주공아파트경로당,Public WiFi Free,055-225-2461,35.229231,128.503925
더푸른아파트경로당,Public WiFi Free,055-225-2461,35.235002,128.503819
대동이미지1단지아파트경로당,Public WiFi Free,055-225-2461,35.223781,128.501931
감천남성경로당,Public WiFi Free,055-225-2461,35.205359,128.517217
문광보건지소,Public WiFi Free,043-830-3772,36.79019182,127.785277
불정보건지소,Public WiFi Free,043-830-3772,36.874108,127.849981
소수보건지소,Public WiFi Free,043-830-3772,36.856075,127.744586
장연보건지소,Public WiFi Free,043-830-3772,36.823801,127.954895
송면보건지소,Public WiFi Free,043-830-3772,36.673854,127.8618539
괴산생활체육공원,Public WiFi Free,043-830-3772,36.813309,127.784299
게이트볼장,Public WiFi Free,043-830-3772,36.813566,127.784812
사호정,Public WiFi Free,043-830-3772,36.812173,127.785064
괴산농산물유통센터,Public WiFi Free,043-830-3772,36.812769,127.798054
연풍레포츠공원,Public WiFi Free,043-830-3772,36.814484,128.027159
SK청솔노인복지관,Public WiFi Free,031-228-3000,37.29902422,126.9973969
(사)작은행동한사랑복지센터(사랑을 나누는 집),Public WiFi Free,031-228-3000,37.28873438,127.0019577
사랑을나누는집,Public WiFi Free,031-228-3000,37.29039208,127.0072763
경동원,Public WiFi Free,031-228-3000,37.31855333,127.0203883
경기도아동상담소,Public WiFi Free,031-228-3000,37.29057855,127.0166502
동광원,Public WiFi Free,031-228-3000,37.28380017,127.0056924
꿈을키우는집,Public WiFi Free,031-228-3000,37.29430973,127.0082285
구세군장애인재활작업장,Public WiFi Free,031-228-3000,37.25282954,127.0062582
서호노인복지관,Public WiFi Free,031-228-3000,37.27849619,126.9761901
장안청소년문화의집,Public WiFi Free,031-228-3000,37.294956,126.999229
바다의별,Public WiFi Free,031-228-3000,37.32416772,126.9751558
바다의별 직업재활센터,Public WiFi Free,031-228-3000,37.32416772,126.9751558
수봉재활원,Public WiFi Free,031-228-3000,37.26496635,126.9771594
자혜직업재활센터,Public WiFi Free,031-228-3000,37.26496635,126.9771594
시청 종합민원실,PublicWiFi@Suwon,031-228-3000,37.26345494,127.0286617
장안구청 종합민원실,PublicWiFi@Suwon,031-228-3000,37.30338127,127.0096236
황매산주차장,Sancheong Free WiFi,055-970-6162,35.291528,
황매산 미리내 캠핑장,Sancheong Free WiFi,055-970-6162,,
황매산 천년지애원,Sancheong Free WiFi,055-970-6162,,127.581028
신등면 복지회관,Sancheong Free WiFi,055-970-6162,35.223672,
동의보감촌 치유의숲,Sancheong Free WiFi,055-970-6162,35.255935,127.492978
남부문화 체육시설,Sancheong Free WiFi,055-970-6162,,127.581622
신안면 복지회관,Sancheong Free WiFi,055-970-6162,35.30138538,127.582812
산청군 청소년수련관,Sancheong Free WiFi,055-970-6162,35.243279,127.522591
산청군 공설운동장,Sancheong Free WiFi,055-970-6162,35.252349,127.521578
산청문화원,Sancheong Free WiFi,055-970-6162,35.245121,127.524231
자양보 캠핑장,Sancheong Free WiFi,055-970-6162,,127.512268
대원사버스 정류장,Sancheong Free WiFi,055-970-6162,35.205707,
지리산권 사회복지관,Sancheong Free WiFi,055-970-6162,35.175338,127.495513
신등면사무소 외부,Sancheong Free WiFi,055-970-6162,35.225729,
시천면사무소 외부,Sancheong Free WiFi,055-970-6162,35.164166,127.502519
금서면사무소 외부,Sancheong Free WiFi,055-970-6162,,127.514909
생초면사무소 외부,Sancheong Free WiFi,055-970-6162,35.293472,
삼장면사무소 외부,Sancheong Free WiFi,055-970-6162,,127.495469
생비량면사무소 외부,Sancheong Free WiFi,055-970-6162,35.204244,
신안정사,Sancheong Free WiFi,055-970-6162,35.183936,127.564913
소금랜드,Public WiFi Free,043-830-3772,36.7653797,127.7474256
후평숲유원지 관리관,Public WiFi Free,043-830-3772,36.65779749,127.7573136
후평숲유원지 관리매장,Public WiFi Free,043-830-3772,36.65869867,127.7561682
화양동야영장,Public WiFi Free,043-830-3772,36.6830587,127.806515
엑스포광장 야외무대,Public WiFi Free,043-830-3772,36.81347984,127.7882019
군민정보화교육장,Public WiFi Free,043-830-3772,36.806884,127.793777
생초체육시설,Sancheong Free WiFi,055-970-6162,35.293419,127.501819
산천재(문화재),Sancheong Free WiFi,055-970-6162,35.162689,127.505636
지리산빨치산토벌전시관,Sancheong Free WiFi,055-970-6162,35.172927,127.451514
덕산시장,Sancheong Free WiFi,055-970-6162,35.163707,127.501434
중산리 주차장,Sancheong Free WiFi,055-970-6162,35.173503,127.451499
지리산둘레길중태마을안내소,Sancheong Free WiFi,055-970-6162,35.153411,127.505711
시천면체육시설,Sancheong Free WiFi,055-970-6162,35.273582,127.835906
원지시내버스정류장,Sancheong Free WiFi,055-970-6162,35.181217,127.582439
원지강변둔치,Sancheong Free WiFi,055-970-6162,35.299259,
원지공원,Sancheong Free WiFi,055-970-6162,35.301531,127.975657
남부생활체육센터,Sancheong Free WiFi,055-970-6162,35.182488,127.583706
예산우체국,Public WiFi,041-335-2005,36.67908035,126.846443
예산읍복지회관,Public WiFi,041-339-7244,36.71810522,126.8374331
충주세계무술공원(수련무대),Public WiFi Free,043-850-5333,36.98969364,127.9077883
예산군여성회관,Public WiFi,041-339-7244,36.68452172,126.8481239
구세군오가지역아동센터,Public WiFi,041-339-7244,36.68331802,126.8060674
광시시장,Public WiFi,041-339-7244,36.54894571,126.7743937
고덕시장,Public WiFi,041-339-7244,36.74438976,126.7061702
삽교읍주민자치센터,Public WiFi,041-339-7244,36.68790334,126.7400683
대술면주민자치센터,Public WiFi,041-339-7244,36.65764393,126.8921677
신양면주민자치센터,Public WiFi,041-339-7244,36.6012946,126.8677564
광시면주민자치센터,Public WiFi,041-339-7244,36.54915259,126.7732405
대흥면주민자치센터,Public WiFi,041-339-7244,36.60791947,126.7897631
응봉면주민자치센터,Public WiFi,041-339-7244,36.65795146,126.761536
덕산면주민자치센터,Public WiFi,041-339-7244,36.70130576,126.6653535
봉산면주민자치센터,Public WiFi,041-339-7244,36.74905595,126.6817234
고덕면주민자치센터,Public WiFi,041-339-7244,36.74543391,126.7028071
오가면주민자치센터,Public WiFi,041-339-7244,36.68743533,126.7979653
덕산시장,Public WiFi,041-339-7244,36.70513416,126.6680811
삽교시장,Public WiFi,041-339-7244,36.68725719,126.7412878
예산상설시장,Public WiFi,041-339-7244,36.67642852,126.8501356
역전시장,Public WiFi,041-339-7244,36.68702379,126.8298544
새감마을,Public WiFi,041-339-7244,36.70784071,126.6628004
예산군노인종합복지관,Public WiFi,041-339-7244,36.69958419,126.8392805
신례원역,Public WiFi,041-334-7788,36.72596131,126.8470214
생활체육관,Public WiFi,041-339-8264,36.67641649,126.8610185
예산도서관,Public WiFi,041-335-2638,36.6788651,126.8337791
예산역,Public WiFi,041-335-7788,36.68671602,126.8288883
예산운전면허시험장,Public WiFi,041-330-7400,36.67390917,126.7885052
예산휴게소(대전방향),Public WiFi,041-339-7244,36.6206524,126.844109
예산휴게소(당진방향),Public WiFi,041-339-7244,36.61931871,126.8469268
예산청소년수련관,Public WiFi,041-339-7244,36.69949917,126.8403863
예산군립도서관,Public WiFi,041-339-7244,36.69949917,126.8403863
의좋은형제장터,Public WiFi,041-339-7244,36.60652877,126.7921945
아름다운집,Public WiFi,041-339-7244,36.6251824,126.8855229
예산추사의거리,Public WiFi,041-339-7244,36.67940045,126.8487157
예산군공설운동장,Public WiFi,041-339-7244,36.67855675,126.8603166
충의사,Public WiFi,041-339-7244,36.6865377,126.6513825
장애인종합복지관,Public WiFi,041-339-7244,36.76225524,126.8098111
자원봉사센터,Public WiFi,041-339-7244,36.69245087,126.8340318
송정숲,Sancheong Free WiFi,055-970-6162,35.325976,127.837275
충주탄금호물놀이장,Public WiFi Free,043-850-5333,37.01315437,127.867667
목계나루(강배체험관),Public WiFi Free,043-850-5333,37.075201,127.888812
반기문옛집,Public WiFi Free,043-850-5333,36.973631,127.927592
조동리선사유적박물관,Public WiFi Free,043-850-5333,37.026441,127.961932
충주자연생태체험관,Public WiFi Free,043-850-5333,37.025193,127.951761
수주팔봉,Public WiFi Free,043-850-5333,36.900132,127.924554
곤양면사무소,,055-831-2316,35.05726028,127.9594897
나눔의집,Public WiFi Free,043-850-5333,36.94944394,127.9210698
수안보면사무소,Public WiFi Free,043-850-5333,36.84737201,127.9943476
WELCO,Public WiFi Free,043-850-5333,37.0334234,127.9608756
장애인다사랑센터,Public WiFi Free,043-850-5333,36.96694746,127.9287548
장애인복지관,Public WiFi Free,043-850-5333,36.95809253,127.9396686
소태면사무소,Public WiFi Free,043-850-5333,37.109806,127.8474603
종합사회복지관,Public WiFi Free,043-850-5333,36.98808724,127.9364161
진여원,Public WiFi Free,043-850-5333,37.00295812,128.0170058
여성문화회관,Public WiFi Free,043-850-5333,36.99683083,127.9226341
다문화가족지원센터,Public WiFi Free,043-850-5333,36.97437862,127.9163256
주덕시외버스터미널,Public WiFi Free,043-850-5333,36.97386182,127.800899
성서상가,Public WiFi Free,043-850-5333,36.9724476,127.9296616
충주공용시외버스터미널,CJ-Public WiFi Free,043-850-5333,36.98257561,127.9143258
충주박물관,CJ-Public WiFi Free,043-850-5333,37.01668341,127.865534
세계무술공원,CJ-Public WiFi Free,043-850-5333,36.988924,127.905946
중앙탑공원,CJ-Public WiFi Free,043-850-5333,37.018028,127.866632
탄금호국제조정경기장,CJ-Public WiFi Free,043-850-5333,37.015967,127.867675
수안보족욕길,CJ-Public WiFi Free,043-850-5333,36.844988,127.988808
수안보물탕공원,CJ-Public WiFi Free,043-850-5333,36.848346,127.989784
대가미공원1~3,CJ-Public WiFi Free,043-850-5333,36.98059297,127.9264543
충주세계무술공원(그물놀이터),Public WiFi Free,043-850-5333,36.98969364,127.9077883
충주세계무술공원(육아지원센터),Public WiFi Free,043-850-5333,36.98969364,127.9077883
충주고구려비전시관,Public WiFi Free,043-850-5333,37.02829183,127.848253
임충민공충렬사,Public WiFi Free,043-850-5333,36.94617991,127.9054216
호암공원생태전시관,Public WiFi Free,043-850-5333,36.960473,127.922425
진주고속버스터미널,Public WiFi Free,055-749-8415,35.178645,128.093018
동부농협상평지점,Public WiFi Free,055-749-8415,35.186744,128.116778
동락관,Public WiFi Free,055-749-8415,35.171141,128.277113
남해고속도로 문산휴게소,Public WiFi Free,055-749-8415,35.171694,128.151704
남해고속도로 진주휴게소,Public WiFi Free,055-749-8415,35.160434,128.122406
기독육아원,Public WiFi Free,055-749-8415,35.170435,128.054213
근로복지공단칠암,Public WiFi Free,055-749-8415,35.179825,128.0910585
건강가정지원센터,Public WiFi Free,055-749-8415,35.180543,128.065338
진주시외버스터미널,Public WiFi Free,055-749-8415,35.191352,128.191352
개양시외버스승강장,Public WiFi Free,055-749-8415,35.159678,128.106621
동신2차아파트경로당,Public WiFi Free,055-225-2461,35.25155229,128.491698
동신1차아파트경로당,Public WiFi Free,055-225-2461,35.248744,128.497131
중리남성경로당,Public WiFi Free,055-225-2461,35.241597,128.5114078
삼정경로당,Public WiFi Free,055-225-2461,35.242964,128.527954
죽암경로당,Public WiFi Free,055-225-2461,35.255754,128.509792
구슬골경로당,Public WiFi Free,055-225-2461,35.241146,128.531462
화곡6,Pucblic wifi@gangseo,02-2600-6747,37.533181,126.860019
화곡6,Pucblic wifi@gangseo,02-2600-6747,37.572245,126.832842
중앙공설시장(성서동),Public WiFi Free,043-850-5333,36.97189399,127.9336123
수안보보건지소,Public WiFi Free,043-850-5333,36.847339,127.994672
엄정보건지소,Public WiFi Free,043-850-5333,37.08653563,127.915562
연수상가,Public WiFi Free,043-850-5333,36.988132,127.929761
충주공설시장(충의동),Public WiFi Free,043-850-5333,36.974944,127.928819
기장군청,Public WiFi,051-888-4604,35.2443071,129.2225772
기장군청,Public WiFi,051-888-4604,35.2442864,129.2226465
기장군 보건소,Public WiFi,051-888-4604,35.2442864,129.2226465
기장군 노인복지관,Public WiFi,051-888-4604,35.2351351,129.2125688
교리장애인 주간보호센터,Public WiFi,051-888-4604,35.2574096,129.214111
일광해수욕장,Dynamic Busan,051-888-4604,35.258254,129.234914
일광해수욕장,Dynamic Busan,051-888-4604,35.262051,129.233568
일광해수욕장,Dynamic Busan,051-888-4604,35.264562,129.233678
양사면보건지소,Public WiFi Free,032-930-3116,37.805653,126.405533
하점면보건지소,Public WiFi Free,032-930-3116,37.774592,126.4115677
건평보건진료소,Public WiFi Free,032-930-3116,37.6805683,126.4061081
신삼보건진료소,Public WiFi Free,032-930-3116,37.7522231,126.3942374
내가면보건지소,Public WiFi Free,032-930-3116,37.7195743,126.3897826
불은면보건지소,Public WiFi Free,032-930-3116,37.7195743,126.3897826
화도면보건지소,Public WiFi Free,032-930-3116,37.631854,126.420373
양도면보건지소,Public WiFi Free,032-930-3116,37.662576,126.421989
인화보건진료소,Public WiFi Free,032-930-3116,37.796155,126.380827
모래내시장,Public WiFi Free,032-453-2303,37.455512,126.719655
신기시장,Public WiFi Free,032-880-4101,37.446773,126.678173
미추홀구장애인종합복지관,Public WiFi Free,032-880-4101,37.4462685,126.6904465
방화2,Pucblic wifi@gangseo,02-2600-6747,37.533181,126.860019
가양2,Pucblic wifi@gangseo,02-2600-6747,37.533181,126.860019
화곡4,Pucblic wifi@gangseo,02-2600-6747,37.533181,126.860019
광주우편집중국,,02-2015-9121,35.21902,126.851993
농수산물유통공사(전남),,02-2015-9121,35.161445,126.804184
매송체육공원,G_PublicWiFi@Hwaseong,031-5189-2308,37.2484901,126.929234
비봉체육공원,G_PublicWiFi@Hwaseong,031-5189-2308,37.25807819,126.8488242
동탄센트럴파크,G_PublicWiFi@Hwaseong,031-5189-2308,37.20598657,127.0643904
화성종합경기타운,G_PublicWiFi@Hwaseong,031-5189-2308,37.13894631,126.9264959
충북70자 1057,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1058,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1059,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1060,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1061,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1063,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1066,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1067,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1068,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
건천읍사무소,Public WiFi,054-779-6203,35.84993059,129.1019303
외동읍사무소,Public WiFi,054-779-6203,35.71724703,129.3270593
양북면사무소,Public WiFi,054-779-6203,35.79130746,129.4432902
양남면사무소,Public WiFi,054-779-6203,35.67752794,129.4600146
내남면사무소,Public WiFi,054-779-6203,35.75252922,129.1996202
한마을공원,Sancheong Free WiFi,055-970-6162,35.245502,127.522811
동천국민체육센터,Public WiFi FREE,052-296-2512,35.5637098,129.3498039
종하체육관,Public WiFi FREE,052-273-0286,35.5362324,129.3096273
단오문화관,Public WiFi Free,033-640-5327,37.74820212,128.8950397
강릉시 옥계면 현내리366-3(거리),Smart Gangneung,033-640-5327,37.60880302,129.0348586
